Short Name,Default Species,Default Gender,Heart Color,Short Backstory,Teams,Alias,Full Name,Birth Place,Birth Day,Default LV,Default Height/Length (Cm),Default Weight/Mass (Kg),Aura Color,Hidden Type,Favorite Items
Umaq,Abomasnow,Male,Standard,TODO,N/A,TODO,TODO,Grass Continent,TODO,TODO,TODO,TODO,Energetic Yellow,Grass,TODO
Vega,Lucario,Male,Iridescent,TODO,Chronos,TODO,Vega Chronos,United States; Honolulu,1996-09-30,220,71 ~ 144 ~ 175,19 ~ 55 ~ 70,Fiery Red,Fire,TODO
Verem,Slakoth,Male,TODO,The son of [SLAKING] from Sand Continent. He formed Team Slackers with Karlos. They haven't done anything since.,Slackers,TODO,Veremund Leitner,Grass Continent,TODO,TODO,TODO,TODO,Stately Silver,Water,TODO
Verna,Emolga ,Female,Iridescent,"A student of Solstice Academy. She's friends with Yvonne, and just like her, she likes flirting with boys, usually with much better success than Yvonne. She has a lot of male friends because of this, and sometimes uses Attract on them so they get infatuated and help her cheat the tests. How evil...",N/A,TODO,Laverne Sierra,Dragon Continent,TODO,53,38,5,Elegant Violet,Dark,TODO
Vic,Tauros,Male,Standard,"Used to simply live in Gardenbeach Village, but the surge of outlaws convinced him to become a Sheriff. He now travels between Gardenbeach Village, Silt Village, and Sahra Town, upholding justice.",N/A,TODO,Victor Bosch,Sand Continent,TODO,TODO,TODO,TODO,Clear Aqua Blue,Normal,TODO
Vin,Duskull,Male,Standard,"Vin runs the Duskull Bank in Treasure Town. Although he seemed creepy, he never seems to get in trouble, and has zero connection with Garland. Alongside [KANGASKHAN], he was one of the Pokémon responsible for the invention of the Deposit Box.",N/A,TODO,Vincentas Odin,Grass Continent,TODO,TODO,TODO,TODO,Stately Silver,Dark,TODO
Virgil,Vulpix (Delta),Male,Iridescent,"A young Vulpix who became Delta from hatching in the Dragon Continent. He always hanged out in the Humanity Library in the Solstice Academy, easily fascinated by humans, and would sometimes go to the Kecleon shop to buy scents. It turns out this whole time he was trying to purify his mother Claire, who was already Shadow Type by the time he hatched many years ago. Sometimes it backfires, and Virgil would be severely wounded and unable to go to school for weeks, until Odinshi and Hiroko realized what was going on and together with Niko and Yonaka, they saved Virgil and purified Claire. Claire lost all memory, and when Edana took her to the clinic and told her who she was, she felt immense guilt, and left Virgil her house and 5000₽, before fleeing. Virgil then joined team Unity.",Unity,TODO,Vergilius Publius Marone,TODO,TODO,TODO,55 ~ 109,7 ~ 20,Cool Sky Blue,TODO,TODO
Wald,Wynaut,Male,Standard,"Waldon and Wandol ask Team Ganden for help when a group of Mankey are terrorizing Uproar Forest. After Eve and Adam team defeats the Mankey; they peel a Chestnut and give it to the team as a reward, since they were short on money. The Mankey later return in order to get revenge on the four, but they accept these peeled Chestnuts in exchange for helping them renovate Eve and Adam the Team Base. Waldon and Wandol planned to leave Square Town, but were intercepted by a very excited Penny, and were somehow roped into joining her team, and her Spinda Cafe's Project P. They now run the Recycle Shop inside Spinda Cafe, and hire Survey Teams regularly.",Tavern,TODO,Waldon Anselm,Air Continent,TODO,TODO,TODO,TODO,Energetic Yellow,Ice,TODO
Walter,Whiscash,TODO,Shiny,"Walter is a wise elder Pokémon who lives in a pond north of Pokémon Square. He loves helping teams with advice, especially on how to reach remote ocean Dungeons, either with moves like Dive or other means. He also likes telling the townsfolks stories, such as the Ninetales legend. Walter used to be a powerful rescuer and explorer, but his age got the best of him and forced him to stay in Square Town. For this reason, he recently became the guardian of the Luminous Cave, which was long sealed inside his pond and recently reopened again. ",N/A,TODO,Waltheri Gump,Air Continent,TODO,TODO,TODO,TODO,Fiery Red,Flying,TODO
Wan,Helioptile,Male,Standard,"An orphan photographer that aims to have a picture of every Mystery Dungeon and Team on the Nexus. Huge nerd. Very pettable. Pet him a lot, he is a vv good boy who just wants to take a photo of you. Make sure to give him your most heroic pose.",N/A,TODO,Wanilo,TODO,TODO,53,47 ~ 92,5 ~ 20,Stately Silver,Steel,TODO
Wand,Wobbuffet,TODO,Standard,"Waldon and Wandol ask Team Ganden for help when a group of Mankey are terrorizing Uproar Forest. After Eve and Adam team defeats the Mankey; they peel a Chestnut and give it to the team as a reward, since they were short on money. The Mankey later return in order to get revenge on the four, but they accept these peeled Chestnuts in exchange for helping them renovate Eve and Adam the Team Base. Waldon and Wandol planned to leave Square Town, but were intercepted by a very excited Penny, and were somehow roped into joining her team, and her Spinda Cafe's Project P. They now run the Recycle Shop inside Spinda Cafe, and hire Survey Teams regularly.",Tavern,TODO,Wandol Anselm,Air Continent,TODO,TODO,TODO,TODO,Mystic Purple,Ice,TODO
Will,Mudbray,Male,Standard,"Will, Gab, and Gav, manage together Explorer Express, a railway that goes through the entirety of Dragon Continent. Will was caught by Lovrina while she was Shadow Type, but was saved by Team Unity, Gab, and Gav. They now pay Team Unity to sponsor the Explorer Express whenever they can.",N/A,TODO,Wilhelm Marston,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Wulfhram,Xatu,Male,Shiny,"Wulfhram resides within the Hill Of The Ancients at the end of Great Canyon. He spends several hours staring at the sun until it's completely set, which somehow gave him the ability to see the future, people's souls, and other things, at the cost of his actual eyesight. He gives Eve and Adam advice at several points. When Eve and Adam defeated [GROUDON], he contacted the entirety of Treasure Town with telepathy to tell them he found the cause of the natural disasters: a falling star, a Great Meteor shooting towards the Air Continent. With Alder (and Giuda, unbeknownst to him) he creates the Teleport Gem so that Eve and Adam can reach Sky Tower and destroy the Great Meteor. The natural disasters became less harsh, but didn't completely stop, which convinced Wulfhram to travel to the Grass Continent for a better view of the sunset. In an effort to socialize, he also opened the Xatu Appraisal in Treasure Town, which specializes in opening any Treasure Boxes found in dungeons. He traveled in several continents, eventually settling in the Sand Dune of Spirits in the Sand Continent. He gets visited by Cooper, who begs Wulfhram to tell him where Selene is. Wulfhram synchronized the Harmony Scarf to its wavelength, and sees a vision of a Mew at Mystery Jungle, but claims to be unable to decipher the rest of the vision. Later on; it is revealed that Wulfhram had foreseen that Selene was trapped inside Libi, and decided to take part of the ''kidnapping'' plan in order to restore Cooper's partner. He has been living back and forth between the Hill Of The Ancients, and the Sand Dune Of Spirits. Lately, he seems sad, as if he's trying to desperately remember something important by staring at the sun.",Origin,"The Sand Summoner, The Diviner Of Sunsets",Wulfhram Allen,Air Continent,TODO,TODO,TODO,TODO,Elegant Violet,Water,TODO
Wyrm,Rayquaza,Unknown,Shiny,"Lungwyrm is a terrifying Rayquaza residing in Sky Tower. Eve and Adam seek them out in hopes of asking them to destroy a meteor before it devastates the planet. However; when they meet them, Wyrm is beyond listening, outraged that two denizens of the land would ""violate the laws of nature"" by coming to the sky. It was clear to Eve that this wasn't the first time that happened, as many other legendaries shared the same opinion of ''violating the laws of nature'' by entering a Legendary or Mythical's domain. After an immense battle that nearly caused Sky Tower to disperse, Wyrm tries to attack again, only to be stopped when the meteor approaches. This makes Wyrm realize that Eve and Adam not only were aware of a future event, probably thanks to another Pokemon that could predict those, but they had a good reason to come to the sky, as Wyrm was the only one that could destroy it. Ever since the Great Meteor's destruction, it's been clear to Wyrm, Eve, and Adam that there's large conflict between ''common'' Pokemon, who beg Legendaries and Mythicals every day to keep their world safe, and ''god'' Pokemon, who resent the world for being too dependant on them. This is especially bad in the Air Continent, so Eve and Adam sometimes visit Wyrm to plan out how to reintegrate the two ''realms'', and which Legendary or Mythical to recruit.",N/A,TODO,Lungwyrm Mikado,Air Continent,TODO,141,802 ~ 3119,238 ~ 505,Stately Silver,Dark,TODO
Xen,Xerneas,Female,Iridescent,TODO,N/A,TODO,Xenocrates Edda,Water Continent,TODO,140,332,196,Gentle Mint Green,Psychic,TODO
Xion,Blitzle,Male,Iridescent,"Ixion used to sell DLC dungeons alongside [FOONGUS] in Post Town, but eventually got bonked by Dairou and Tsutami. Ouch. Now he became friends with Laverne and takes care of her whenever she's not studying in Solstice Village.",N/A,TODO,Ixion Barak,Mist Continent,TODO,60,78 ~ 183,27 ~ 94,Elegant Violet,Grass,TODO
Yasu,Nuzleaf,Male,Standard,"Yasu was one of the two Seedots that was part of Team Shifty. Following Shuniji's hiatus, unlike Nobu, he started living a quiet life.",Shifty,TODO,Yasuke Locke,Air Continent,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Ydra,Yveltal,Male,Iridescent,"Xen used to be the leader of Nobu and the Beheeyem. He announced his intention to destroy all Pokémon; but is later shown to have been controlled the whole time by Dark Matter, along with Nobu and the Beheeyem. He is first seen on Revelation Mountain; where he turns Cooper, Selene, [ARCHEN], Surge and Deluge to stone. He's not seen again until Primeval Forest when he then battles Cooper and Selene, and is subsequently broken free of Dark Matter's control. Inside the Life Tree, he is saved by Cooper and Selene. He then goes on to attack Dark Matter along with Nobu and the Beheeyem until they all get turned to stone themselves. It's unclear where Xen is right now.",N/A,TODO,Yggdrasil Edda,Water Continent,TODO,140,594,190,Energetic Yellow,Ghost,TODO
Yon,Absol,Female,Iridescent,"Yonaka is the daughter of Anto and Aether. One day she disappeared out of thin air, only to return several years later with absolutely no memory and no emotions, and completely enshrouded in a black mist. On rare occasions, she would suddenly burst in red mist instead and attack everyone uncontrollably until people started yelling her name, which for some reason calmed her down. When she appeared in the Nameless Forest, they figured out she became a Shadow Type, and very slowly and very carefully started taking care of her. They even let her hang out around other former Shadow Types that were already purified. When she was close to being purified, Yonaka and the Nameless Forest were suddenly attacked by a bipedal shadow figure, who they narrowly defeated before he disappeared. They suspected that the bipedal Shadow Type might have been a human, which is horrible news, since it meant that living beings other than Pokémon could be Shadows. Eventually, Yonaka was fully purified, and she remembered that during those years she was kidnapped, tortured, and hunt down by the Shadow Human, she found Niko, another human who sacrificed himself in order to save her from the Shadow Human, which instantly turned her heart Iridescent. Yonaka and the Nameless Forest eventually used the Luminous Lake, with the help of an unknown entity, to summon Niko back, but at the cost of turning Niko into a Zangoose. Yonaka and Niko now live together as partners and formed Discovery Team Light, researching how to purify Shadow quickly, and the connection between Shadow Types, Void Shadows, and Dark Matter.",Light,TODO,Yonaka Fubuki,TODO,2003-12-23,250,115 ~ 115,40 ~ 40,Smart Marine Blue,Ice,TODO
Yvonne,Shinx,Female,Iridescent,"Yvonne used to be a quiet girl, until she discovered many students in Solstice Academy are nerds just like her. She likes flirting with boys, very often with disastrous results, which cause her to retreat back to her PoryBook. As of late, she has been keeping track of Hadrian, the Evolution professor, and Cross, a strength obsessed delinquent. She even joined Team Kaizo to keep checking on them.",Kaizo,TODO,Yvonnisse Kennedy,Water Continent,TODO,53,50 ~ 87 ~ 137,10 ~ 30 ~ 41,Cool Sky Blue,Ground,TODO
Zanku,Kyurem ,Male,Standard,"Zanku was the former inhabitant of the Glacier Palace and protector of the Bittercold. Zanku has foresaw the destruction the Bittercold would have brought to the Pokémon world, and saw it as his duty to protect that future due to his pessimistic view of Pokémon's increasing aggression and negativity. He sees Team Tengoku visiting the Glacier Palace, where he insists that the team must leave. Once he ascertained that they didn't know about the Bittercold and that they were just exploring, he concludes they're too innocent to stop it, and gives them a treasure chest of gifts to make them leave. After Dairou defeats Ella and her friends however, he destroys [HYDREIGON] and stomps on Dairou, only ceasing when Tsutami, having completely lost the will to fight, begs him to stop. He is finally defeated by Dairou and Tsutami prior to the final battle against the Bittercold. He then admits that maybe the future can be changed, and that he would like to see Dairou succeed. He rescues them from the falling Great Glacier and retreats to Hoarfrost Tower.",N/A,TODO,Zankuruhimas,Mist Continent,TODO,147,301 ~ 333 ~ 371,324 ~ 325 ~ 328,Subdued Brown,Steel,TODO
Zee,Jolteon,Male,Iridescent,Ai's brother. Where did he come from? Seems very hyper.,N/A,TODO,Zeus Nonaka,Mist Continent,1991-03-15,141,29 ~ 80,7 ~ 25,Mystic Purple,Psychic,TODO
Zephyr,Zygarde,Unknown,Standard,TODO,N/A,TODO,Zephyros Edda,TODO,TODO,140,587,814,Brilliant Green,Flying,TODO
