ID,EVOID,Pokemon,Class,Rarity,Starter,First Type,Second Type,Egg Group 1,Egg Group 2,First Ability,Second Ability,Hidden Ability,HP,AT,DF,SA,SD,SP,TT,Weight (kg),Weight (lbs),Height (cm),Height (ft in),Shape,♂/♀ Ratio,Growth,Base Connection,Spawn Modifier,Apricorn Chance,Experience,Days To Hatch
548,,Petilil,Bulb Pokémon,Uncommon,Special,Grass,,Grass,,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,7,15,51,"1'08""",Blob,0,Fast,50,48,190,56,20
549,548,Lilligant,Flowering Pokémon,Uncommon,No,Grass,,Grass,,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,16,36,109,"3'07""",Blob,0,Fast,40,-25,75,168,20
550B,,Basculin (Blue-Striped Form),Hostile Pokémon,Common,No,Water,,Water 2,,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,460,18,40,99,"3'03""",Fish,0.5,Fast,50,-15,25,161,40
550R,,Basculin (Red-Striped Form),Hostile Pokémon,Common,No,Water,,Water 2,,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,18,40,99,"3'03""",Fish,0.5,Fast,50,-15,25,161,40
551,,Sandile,Desert Croc Pokémon,Common,No,Ground,Dark,Field,,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,15,34,71,"2'04""",Quadruped,0.5,Slow,50,46,180,58,20
552,551,Krokorok,Desert Croc Pokémon,Common,No,Ground,Dark,Field,,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,33,74,99,"3'03""",Quadruped,0.5,Slow,50,1,90,123,20
553,552,Krookodile,Intimidation Pokémon,Common,No,Ground,Dark,Field,,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,96,212,150,"4'11""",Upright,0.5,Slow,40,-57,45,260,20
554,,Darumaka,Zen Charm Pokémon,Common,No,Fire,,Field,,Hustle,Magma Armor,Inner Focus,70,90,45,15,45,50,315,38,83,61,"2'00""",Humanoid,0.5,Slow,50,35,120,63,20
555,554,Darmanitan,Blazing Pokémon,Common,No,Fire,,Field,,Sheer Force,Magma Armor,Zen Mode,105,140,55,30,55,95,480,93,205,130,"4'03""",Quadruped,0.5,Slow,40,-26,60,168,20
555Z,555,Darmanitan (Zen Mode),Blazing Pokémon,Common,No,Fire,Psychic,Field,,Sheer Force,Magma Armor,Zen Mode,105,30,105,140,105,55,540,93,205,130,"4'03""",Quadruped,0.5,Slow,40,-26,60,168,20
556,,Maractus,Cactus Pokémon,Common,No,Grass,,Grass,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,28,62,99,"3'03""",Blob,0.5,Fast,50,65,255,161,20
557,,Dwebble,Rock Inn Pokémon,Common,No,Bug,Rock,Bug,Mineral,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,15,32,30,"1'00""",Armor,0.5,Fast,50,48,190,65,20
558,557,Crustle,Stone Home Pokémon,Common,No,Bug,Rock,Bug,Mineral,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,200,441,140,"4'07""",Armor,0.5,Fast,40,-25,75,170,20
559,,Scraggy,Shedding Pokémon,Common,No,Dark,Fighting,Field,Dragon,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,12,26,61,"2'00""",Upright,0.5,Fast,30,46,180,70,15
560,559,Scrafty,Hoodlum Pokémon,Common,No,Dark,Fighting,Field,Dragon,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,30,66,109,"3'07""",Upright,0.5,Fast,50,-15,90,171,15
561,,Sigilyph,Avianoid Pokémon,Common,No,Psychic,Flying,Flying,,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,14,31,140,"4'07""",Wings,0.5,Fast,50,-10,45,172,20
562,,Yamask,Spirit Pokémon,Common,No,Ghost,,Mineral,Amorphous,Mummy,Infiltrator,Unaware,38,30,85,55,65,30,303,1,3,51,"1'08""",Arms,0.5,Fast,50,48,190,61,25
563,562,Cofagrigus,Coffin Pokémon,Common,No,Ghost,,Mineral,Amorphous,Mummy,Infiltrator,Unaware,58,50,145,95,105,30,483,77,169,170,"5'07""",Blob,0.5,Fast,50,-15,90,169,25
564,,Tirtouga,Prototurtle Pokémon,Common,No,Water,Rock,Water 1,Water 3,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,17,36,71,"2'04""",Quadruped,0.875,Fast,50,19,45,71,30
565,564,Carracosta,Prototurtle Pokémon,Common,No,Water,Rock,Water 1,Water 3,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,81,179,119,"3'11""",Upright,0.875,Fast,40,-30,45,173,30
566,,Archen,First Bird Pokémon,Common,No,Rock,Flying,Flying,Water 3,Defeatist,Frisk,Technician,55,112,45,74,45,70,401,9,21,51,"1'08""",Wings,0.875,Fast,50,19,45,71,30
567,566,Archeops,First Bird Pokémon,Common,No,Rock,Flying,Flying,Water 3,Defeatist,Frisk,Technician,75,140,65,112,65,110,567,32,71,140,"4'07""",Wings,0.875,Fast,40,-30,45,177,30
568,,Trubbish,Trash Bag Pokémon,Common,No,Poison,,Mineral,,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,31,68,61,"2'00""",Humanoid,0.5,Fast,50,48,190,66,20
569,568,Garbodor,Trash Heap Pokémon,Common,No,Poison,,Mineral,,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,107,237,191,"6'03""",Humanoid,0.5,Fast,40,-26,60,166,20
570,,Zorua,Tricky Fox Pokémon,Rare,Special,Dark,,Field,,Illusion,Infiltrator,Sniper,40,65,40,80,40,65,330,13,28,71,"2'04""",Quadruped,0.875,Slow,50,25,75,66,25
571,570,Zoroark,Illusion Fox Pokémon,Rare,No,Dark,,Field,,Illusion,Infiltrator,Sniper,60,105,60,120,60,105,510,81,179,160,"5'03""",Upright,0.875,Slow,40,-30,45,179,20
572,,Minccino,Chinchilla Pokémon,Uncommon,Special,Normal,,Field,,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,6,13,41,"1'04""",Quadruped,0.5,Very Fast,50,70,255,60,15
573,572,Cinccino,Scarf Pokémon,Uncommon,No,Normal,,Field,,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,7,17,51,"1'08""",Quadruped,0.5,Very Fast,40,-26,60,165,15
574,,Gothita,Fixation Pokémon,Common,No,Psychic,,Human-Like,,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,6,13,41,"1'04""",Humanoid,0.5,Slow,50,50,200,58,20
575,574,Gothorita,Manipulate Pokémon,Common,No,Psychic,,Human-Like,,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,18,40,71,"2'04""",Humanoid,0.5,Slow,50,10,100,137,20
576,575,Gothitelle,Astral Body Pokémon,Common,No,Psychic,,Human-Like,,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,44,97,150,"4'11""",Humanoid,0.5,Slow,40,-56,50,245,20
577,,Solosis,Cell Pokémon,Common,No,Psychic,,Amorphous,,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,1,2,30,"1'00""",Ball,0.5,Slow,50,50,200,58,20
578,577,Duosion,Mitosis Pokémon,Common,No,Psychic,,Amorphous,,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,8,18,61,"2'00""",Ball,0.5,Slow,50,10,100,130,20
579,578,Reuniclus,Multiplying Pokémon,Common,No,Psychic,,Amorphous,,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,20,44,99,"3'03""",Arms,0.5,Slow,40,-56,50,245,20
580,,Ducklett,Water Bird Pokémon,Common,No,Water,Flying,Water 1,Flying,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,5,12,51,"1'08""",Wings,0.5,Fast,70,48,190,61,20
581,580,Swanna,White Bird Pokémon,Common,No,Water,Flying,Water 1,Flying,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,24,53,130,"4'03""",Wings,0.5,Fast,60,-30,45,166,20
582,,Vanillite,Fresh Snow Pokémon,Common,No,Ice,,Mineral,,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,6,13,41,"1'04""",Blob,0.5,Very Slow,50,70,255,61,20
583,582,Vanillish,Icy Snow Pokémon,Common,No,Ice,,Mineral,,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,41,90,109,"3'07""",Blob,0.5,Very Slow,50,12,120,138,20
584,583,Vanilluxe,Snowstorm Pokémon,Common,No,Ice,,Mineral,,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,58,127,130,"4'03""",Heads,0.5,Very Slow,40,-57,45,268,20
585,,Deerling (Spring Form),Season Pokémon,Uncommon,No,Normal,Grass,Field,,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,20,43,61,"2'00""",Quadruped,0.5,Fast,70,48,190,67,20
585A,,Deerling (Autumn Form),Season Pokémon,Uncommon,No,Normal,Grass,Field,,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,20,43,61,"2'00""",Quadruped,0.5,Fast,70,48,190,67,20
585S,,Deerling (Summer Form),Season Pokémon,Uncommon,No,Normal,Grass,Field,,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,20,43,61,"2'00""",Quadruped,0.5,Fast,70,48,190,67,20
585W,,Deerling (Winter Form),Season Pokémon,Uncommon,No,Normal,Grass,Field,,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,20,43,61,"2'00""",Quadruped,0.5,Fast,70,48,190,67,20
586,585,Sawsbuck (Spring Form),Season Pokémon,Uncommon,No,Normal,Grass,Field,,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,92,204,191,"6'03""",Quadruped,0.5,Fast,60,-25,75,166,20
586A,585A,Sawsbuck (Autumn Form),Season Pokémon,Uncommon,No,Normal,Grass,Field,,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,92,204,191,"6'03""",Quadruped,0.5,Fast,60,-25,75,166,20
586S,585S,Sawsbuck (Summer Form),Season Pokémon,Uncommon,No,Normal,Grass,Field,,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,92,204,191,"6'03""",Quadruped,0.5,Fast,60,-25,75,166,20
586W,585W,Sawsbuck (Winter Form),Season Pokémon,Uncommon,No,Normal,Grass,Field,,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,92,204,191,"6'03""",Quadruped,0.5,Fast,60,-25,75,166,20
587,,Emolga,Sky Squirrel Pokémon,Uncommon,Pika,Electric,Flying,Field,,Static,Cheek Pouch,Motor Drive,55,75,60,75,60,103,428,5,11,41,"1'04""",Quadruped,0.5,Fast,50,45,200,150,20
588,,Karrablast,Clamping Pokémon,Common,No,Bug,,Bug,,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,6,13,51,"1'08""",Humanoid,0.5,Fast,50,50,200,63,15
589,588,Escavalier,Cavalry Pokémon,Common,No,Bug,Steel,Bug,,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,33,73,99,"3'03""",Arms,0.5,Fast,40,-25,75,173,15
590,,Foongus,Mushroom Pokémon,Common,No,Grass,Poison,Grass,,Effect Spore,Toxic Boost,Regenerator,69,55,45,55,55,15,294,1,2,20,"0'08""",Arms,0.5,Fast,50,48,190,59,20
591,590,Amoonguss,Mushroom Pokémon,Common,No,Grass,Poison,Grass,,Effect Spore,Toxic Boost,Regenerator,114,85,70,85,80,30,464,10,23,61,"2'00""",Arms,0.5,Fast,40,-25,75,162,20
592,,Frillish,Floating Pokémon,Common,No,Water,Ghost,Amorphous,,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,33,73,119,"3'11""",Tentacles,0.5,Fast,50,48,190,67,20
593,592,Jellicent,Floating Pokémon,Common,No,Water,Ghost,Amorphous,,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,135,298,221,"7'03""",Tentacles,0.5,Fast,40,-26,60,168,20
594,,Alomomola,Caring Pokémon,Common,No,Water,,Water 1,Water 2,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,32,70,119,"3'11""",Fish,0.5,Very Fast,70,1,75,165,40
595,,Joltik,Attaching Pokémon,Common,No,Bug,Electric,Bug,,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,1,1,10,"0'04""",Armor,0.5,Fast,50,48,190,64,20
596,595,Galvantula,EleSpider Pokémon,Common,No,Bug,Electric,Bug,,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,14,32,79,"2'07""",Armor,0.5,Fast,40,-25,75,165,20
597,,Ferroseed,Thorn Seed Pokémon,Common,No,Grass,Steel,Grass,Mineral,Iron Barbs,Heavy Metal,Anticipation,44,50,91,24,86,10,305,19,41,61,"2'00""",Ball,0.5,Fast,50,70,255,61,20
598,597,Ferrothorn,Thorn Pod Pokémon,Common,No,Grass,Steel,Grass,Mineral,Iron Barbs,Heavy Metal,Anticipation,74,94,131,54,116,20,489,110,243,99,"3'03""",Tentacles,0.5,Fast,50,-15,90,171,20
599,,Klink,Gear Pokémon,Common,No,Steel,,Mineral,,Plus,Minus,Clear Body,40,55,70,45,60,30,300,21,46,30,"1'00""",Heads,0.5,Slow,50,36,130,60,20
600,599,Klang,Gear Pokémon,Common,No,Steel,,Mineral,,Plus,Minus,Clear Body,60,80,95,70,85,50,440,51,112,61,"2'00""",Heads,0.5,Slow,50,-7,60,154,20
601,600,Klinklang,Gear Pokémon,Common,No,Steel,,Mineral,,Plus,Minus,Clear Body,60,100,115,70,85,90,520,81,179,61,"2'00""",Heads,0.5,Slow,40,-70,30,260,20
602,,Tynamo,EleFish Pokémon,Common,No,Electric,,Amorphous,,Levitate,Damp,Static,35,55,40,45,40,60,275,0,1,20,"0'08""",Fish,0.5,Very Slow,70,48,190,55,20
603,602,Eelektrik,EleFish Pokémon,Common,No,Electric,,Amorphous,,Levitate,Damp,Static,65,85,70,75,70,40,405,22,49,119,"3'11""",Fish,0.5,Very Slow,70,-7,60,142,20
604,603,Eelektross,EleFish Pokémon,Common,No,Electric,,Amorphous,,Levitate,Damp,Static,85,115,80,105,80,50,515,81,178,211,"6'11""",Fish,0.5,Very Slow,60,-70,30,232,20
605,,Elgyem,Cerebral Pokémon,Common,No,Psychic,,Human-Like,,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,9,20,51,"1'08""",Upright,0.5,Fast,50,70,255,67,20
606,605,Beheeyem,Cerebral Pokémon,Common,No,Psychic,,Human-Like,,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,35,76,99,"3'03""",Humanoid,0.5,Fast,50,-15,90,170,20
607,,Litwick,Candle Pokémon,Common,Special,Ghost,Fire,Amorphous,,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,3,7,30,"1'00""",Blob,0.5,Slow,50,48,190,55,20
608,607,Lampent,Lamp Pokémon,Common,No,Ghost,Fire,Amorphous,,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,13,29,61,"2'00""",Arms,0.5,Slow,50,1,90,130,20
609,608,Chandelure,Luring Pokémon,Common,No,Ghost,Fire,Amorphous,,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,34,76,99,"3'03""",Arms,0.5,Slow,40,-57,45,260,20
610,,Axew,Tusk Pokémon,Rare,Special,Dragon,,Monster,Dragon,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320,18,40,61,"2'00""",Upright,0.5,Very Slow,30,25,75,64,40
611,610,Fraxure,Axe Jaw Pokémon,Rare,No,Dragon,,Monster,Dragon,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410,36,79,99,"3'03""",Upright,0.5,Very Slow,30,-7,60,144,40
612,611,Haxorus,Axe Jaw Pokémon,Rare,No,Dragon,,Monster,Dragon,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540,106,233,180,"5'11""",Upright,0.5,Very Slow,20,-57,45,270,40
613,,Cubchoo,Chill Pokémon,Common,No,Ice,,Field,,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305,8,19,51,"1'08""",Upright,0.5,Fast,50,35,120,61,20
614,613,Beartic,Freezing Pokémon,Common,No,Ice,,Field,,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505,260,573,259,"8'06""",Quadruped,0.5,Fast,40,-26,60,177,20
615,,Cryogonal,Crystallizing Pokémon,Common,No,Ice,,Mineral,,Levitate,Oblivious,Weak Armor,80,50,50,95,135,105,515,148,326,109,"3'07""",Ball,,Fast,50,-15,25,180,25
616,,Shelmet,Snail Pokémon,Common,No,Bug,,Bug,,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305,8,17,41,"1'04""",Ball,0.5,Fast,50,50,200,61,15
617,616,Accelgor,Shell Out Pokémon,Common,No,Bug,,Bug,,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495,25,56,79,"2'07""",Arms,0.5,Fast,40,-25,75,173,15
618,,Stunfisk,Trap Pokémon,Common,No,Ground,Electric,Water 1,Amorphous,Static,Limber,Sand Veil,109,66,84,81,99,32,471,11,24,71,"2'04""",Fish,0.5,Fast,70,1,75,165,20
619,,Mienfoo,Martial Arts Pokémon,Rare,Special,Fighting,,Field,Human-Like,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350,20,44,89,"2'11""",Upright,0.5,Slow,50,46,180,70,25
620,619,Mienshao,Martial Arts Pokémon,Rare,No,Fighting,,Field,Human-Like,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510,36,78,140,"4'07""",Upright,0.5,Slow,40,-30,45,179,25
621,,Druddigon,Cave Pokémon,Common,No,Dragon,,Dragon,Monster,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485,139,306,160,"5'03""",Upright,0.5,Fast,50,-10,45,170,30
622,,Golett,Automaton Pokémon,Common,No,Ground,Ghost,Mineral,,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303,92,203,99,"3'03""",Humanoid,,Fast,50,48,190,61,25
623,622,Golurk,Automaton Pokémon,Common,No,Ground,Ghost,Mineral,,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,483,330,728,279,"9'02""",Humanoid,,Fast,50,-15,90,169,25
624,,Pawniard,Sharp Blade Pokémon,Uncommon,Special,Dark,Steel,Human-Like,,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,340,10,23,51,"1'08""",Humanoid,0.5,Fast,30,35,120,68,20
625,624,Bisharp,Sword Blade Pokémon,Uncommon,No,Dark,Steel,Human-Like,,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,490,70,154,160,"5'03""",Humanoid,0.5,Fast,30,-30,45,172,20
626,,Bouffalant,Bash Buffalo Pokémon,Common,No,Normal,,Field,,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490,95,209,160,"5'03""",Quadruped,0.5,Fast,50,-10,45,172,20
627,,Rufflet,Eaglet Pokémon,Common,No,Normal,Flying,Flying,,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350,10,23,51,"1'08""",Wings,1,Very Slow,50,48,190,70,20
628,627,Braviary,Valiant Pokémon,Common,No,Normal,Flying,Flying,,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510,41,90,150,"4'11""",Wings,1,Very Slow,40,-26,60,179,20
629,,Vullaby,Diapered Pokémon,Common,No,Dark,Flying,Flying,,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370,9,20,51,"1'08""",Wings,0,Very Slow,30,48,190,74,20
630,629,Mandibuzz,Bone Vulture Pokémon,Common,No,Dark,Flying,Flying,,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510,40,87,119,"3'11""",Wings,0,Very Slow,30,-26,60,179,20
631,,Heatmor,Anteater Pokémon,Common,No,Fire,,Field,,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484,58,128,140,"4'07""",Upright,0.5,Fast,50,10,90,169,20
632,,Durant,Iron Ant Pokémon,Common,No,Bug,Steel,Bug,,Swarm,Hustle,Truant,58,109,112,48,48,109,484,33,73,30,"1'00""",Armor,0.5,Fast,50,10,90,169,20
633,,Deino,Irate Pokémon,Rare,Special,Dark,Dragon,Dragon,,Hustle,Truant,Justified,52,65,50,45,50,38,300,17,38,79,"2'07""",Quadruped,0.5,Very Slow,30,19,45,60,40
634,633,Zweilous,Hostile Pokémon,Rare,No,Dark,Dragon,Dragon,,Hustle,Slow Start,Justified,72,85,70,65,70,58,420,50,110,140,"4'07""",Quadruped,0.5,Very Slow,30,-11,45,147,40
635,634,Hydreigon,Brutal Pokémon,Rare,No,Dark,Dragon,Dragon,,Levitate,Hustle,Justified,92,105,90,125,90,98,600,160,353,180,"5'11""",Upright,0.5,Very Slow,20,-57,45,300,40
636,,Larvesta,Torch Pokémon,Rare,No,Bug,Fire,Bug,,Flame Body,Tangling Hair,Swarm,55,85,55,50,55,60,360,29,64,109,"3'07""",Armor,0.5,Very Slow,50,19,45,72,40
637,636,Volcarona,Sun Pokémon,Rare,No,Bug,Fire,Bug,,Flame Body,Tangling Hair,Swarm,85,60,65,135,105,100,550,46,101,160,"5'03""",Bug,0.5,Very Slow,40,-37,25,275,40
638,,Cobalion,Iron Will Pokémon,Legendary,No,Steel,Fighting,Undiscovered,,Justified,Friend Guard,Technician,91,90,129,90,72,108,580,250,551,211,"6'11""",Quadruped,,Very Slow,30,-25,3,290,45
639,,Terrakion,Cavern Pokémon,Legendary,No,Rock,Fighting,Undiscovered,,Justified,Friend Guard,Technician,91,129,90,72,90,108,580,260,573,191,"6'03""",Quadruped,,Very Slow,30,-25,3,290,45
640,,Virizion,Grassland Pokémon,Legendary,No,Grass,Fighting,Undiscovered,,Justified,Friend Guard,Technician,91,90,72,90,129,108,580,200,441,201,"6'07""",Quadruped,,Very Slow,30,-25,3,290,45
641,,Tornadus,Cyclone Pokémon,Legendary,No,Flying,,Undiscovered,,Prankster,Sheer Force,Defiant,79,115,70,125,80,111,580,63,139,150,"4'11""",Arms,1,Very Slow,80,-25,3,290,50
641T,641,Tornadus (Therian Forme),Cyclone Pokémon,Legendary,No,Flying,,Undiscovered,,Prankster,Sheer Force,Defiant,79,100,80,110,90,121,580,63,139,140,"4'07""",Arms,1,Very Slow,80,-25,3,290,50
642,,Thundurus,Bolt Strike Pokémon,Legendary,No,Electric,Flying,Undiscovered,,Prankster,Sheer Force,Defiant,79,115,70,125,80,111,580,61,135,150,"4'11""",Arms,1,Very Slow,80,-25,3,290,50
642T,642,Thundurus (Therian Forme),Bolt Strike Pokémon,Legendary,No,Electric,Flying,Undiscovered,,Prankster,Sheer Force,Defiant,79,105,70,145,80,101,580,61,135,300,"9'10""",Arms,1,Very Slow,80,-25,3,290,50
643,,Reshiram,Vast White Pokémon,Legendary,No,Dragon,Fire,Undiscovered,,Turboblaze,Flame Body,Fairy Aura,100,120,100,150,120,90,680,330,728,320,"10'06""",Wings,,Very Slow,0,-25,3,340,50
644,,Zekrom,Deep Black Pokémon,Legendary,No,Dragon,Electric,Undiscovered,,Teravolt,Static,Dark Aura,100,150,120,120,100,90,680,345,761,290,"9'06""",Upright,,Very Slow,0,-25,3,340,50
645,,Landorus,Abundance Pokémon,Legendary,No,Ground,Flying,Undiscovered,,Prankster,Sheer Force,Defiant,89,125,90,115,80,101,600,68,150,150,"4'11""",Arms,1,Very Slow,80,-25,3,300,50
645T,645,Landorus (Therian Forme),Abundance Pokémon,Legendary,No,Ground,Flying,Undiscovered,,Prankster,Sheer Force,Defiant,89,145,90,105,80,91,600,68,150,130,"4'03""",Arms,1,Very Slow,80,-25,3,300,50
646,,Kyurem,Boundary Pokémon,Legendary,No,Dragon,Ice,Undiscovered,,Pressure,Refrigerate,Comatose,125,130,90,130,90,95,660,325,717,300,"9'10""",Upright,,Very Slow,0,-25,3,330,50
646B,646+644,Kyurem (Black Kyurem),Boundary Pokémon,Legendary,No,Dragon,Ice,Undiscovered,,Teravolt,Flame Body,Pressure,125,170,100,120,90,95,700,325,717,330,"10'10""",Upright,,Very Slow,0,-25,3,330,50
646W,646+643,Kyurem (White Kyurem),Boundary Pokémon,Legendary,No,Dragon,Ice,Undiscovered,,Turboblaze,Static,Pressure,125,120,90,170,100,95,700,325,717,361,"11'10""",Upright,,Very Slow,0,-25,3,330,50
647,,Keldeo,Colt Pokémon,Mythical,No,Water,Fighting,Undiscovered,,Justified,Battle Armor,Technician,91,72,90,129,90,108,580,48,107,140,"4'07""",Quadruped,,Very Slow,30,-25,3,290,45
647R,647,Keldeo (Resolute Form),Colt Pokémon,Mythical,No,Water,Fighting,Undiscovered,,Justified,Battle Armor,Technician,91,72,90,129,90,108,580,48,107,140,"4'07""",Quadruped,,Very Slow,30,-25,3,290,45
648A,648P,Meloetta (Aria Forme),Melody Pokémon,Mythical,No,Normal,Psychic,Undiscovered,,Serene Grace,Tangling Hair,Moody,100,77,77,128,128,90,600,6,14,61,"2'00""",Humanoid,,Very Slow,90,-25,3,270,50
648P,648A,Meloetta (Pirouette Forme),Melody Pokémon,Mythical,No,Normal,Fighting,Undiscovered,,Serene Grace,Tangling Hair,Moody,100,128,90,77,77,128,600,6,14,61,"2'00""",Humanoid,,Very Slow,90,-25,3,270,50
649,,Genesect,Paleozoic Pokémon,Mythical,No,Bug,Steel,Undiscovered,,Download,Analytic,Compound Eyes,71,120,95,120,95,99,600,83,182,150,"4'11""",Humanoid,,Very Slow,0,-25,3,300,50
650,,Chespin,Spiny Nut Pokémon,Uncommon,Classic,Grass,,Field,,Overgrow,Battle Bond,Bulletproof,56,61,65,48,45,38,313,9,20,41,"1'04""",Upright,0.875,Slow,70,19,45,63,20
651,650,Quilladin,Spiny Armor Pokémon,Uncommon,No,Grass,,Field,,Overgrow,Battle Bond,Bulletproof,61,78,95,56,58,57,405,29,64,71,"2'04""",Upright,0.875,Slow,70,-11,45,142,20
652,651,Chesnaught,Spiny Armor Pokémon,Uncommon,No,Grass,Fighting,Field,,Overgrow,Battle Bond,Bulletproof,88,107,122,74,75,64,530,90,198,160,"5'03""",Upright,0.875,Slow,60,-57,45,239,20
652B,652,Chesnaught (Battle Bond),Spiny Armor Pokémon,Uncommon,No,Grass,Fighting,Field,,Overgrow,Battle Bond,Bulletproof,88,107,122,74,75,64,530,90,198,160,"5'03""",Upright,0.875,Slow,60,-57,45,239,20
653,,Fennekin,Fox Pokémon,Uncommon,Classic,Fire,,Field,,Blaze,Battle Bond,Magician,40,45,40,62,60,60,307,9,21,41,"1'04""",Quadruped,0.875,Slow,70,19,45,61,20
654,653,Braixen,Fox Pokémon,Uncommon,No,Fire,,Field,,Blaze,Battle Bond,Magician,59,59,58,90,70,73,409,15,32,99,"3'03""",Upright,0.875,Slow,70,-11,45,143,20
655,654,Delphox,Fox Pokémon,Uncommon,No,Fire,Psychic,Field,,Blaze,Battle Bond,Magician,75,69,72,114,100,104,534,39,86,150,"4'11""",Upright,0.875,Slow,60,-57,45,240,20
655B,655,Delphox (Battle Bond),Fox Pokémon,Uncommon,No,Fire,Psychic,Field,,Blaze,Battle Bond,Magician,75,69,72,114,100,104,534,39,86,150,"4'11""",Upright,0.875,Slow,60,-57,45,240,20
656,,Froakie,Bubble Frog Pokémon,Uncommon,Classic,Water,,Water 1,,Torrent,Battle Bond,Protean,41,56,40,62,44,71,314,7,15,30,"1'00""",Quadruped,0.875,Slow,70,19,45,63,20
657,656,Frogadier,Bubble Frog Pokémon,Uncommon,No,Water,,Water 1,,Torrent,Battle Bond,Protean,54,63,52,83,56,97,405,11,24,61,"2'00""",Humanoid,0.875,Slow,70,-11,45,142,20
